,Kaupunginosa ,Huoneisto,Talot. ,m2 ,Vh € ,€/m2 ,Rv ,Krs ,Hissi ,Kunto ,Tontti ,Energial. ,postcode
13,Kaartinkaupunki,5 h+k,kt,13850,1040000,7509,1890,2/4,on,hyvä,oma,G2013,00130
14,,,,,,,,,,,,,00130
0,,,,,,,,,,,,,00140
1,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,00140
2,Ullanlinna,"1h, k, kph",kt,3400,306000,9000,1907,3/6,ei,hyvä,oma,F2013,00140
3,Ullanlinna,"1h, alkovi, k, kph",kt,3600,334000,9278,1927,2/3,on,hyvä,oma,F2007,00140
4,Ullanlinna,oh+k+kph+et,kt,3840,315000,8203,1907,4/4,ei,tyyd.,oma,F2014,00140
5,Ullanlinna,1h+k,kt,4250,401000,9435,1913,4/6,on,tyyd.,oma,E2007,00140
6,Ullanlinna,1h ja k,kt,4700,325000,6915,1933,3/4,on,huono,oma,F2013,00140
7,Ullanlinna,1h+kph,kt,2900,299000,10310,1908,4/4,ei,tyyd.,oma,G2013,00140
8,Ullanlinna,"1-2 h, kk, kh, ...",kt,4320,370000,8565,1907,3/5,ei,tyyd.,oma,F2013,00140
9,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,00140
10,Ullanlinna,2 h/avokeitti...,kt,5000,417700,8354,1933,3/6,on,tyyd.,oma,E2013,00140
11,Ullanlinna,2h+k+kph,kt,5800,520000,8966,1929,6/7,on,hyvä,oma,F2013,00140
12,Ullanlinna,"2h, avok, kylpy...",kt,4300,365000,8488,1928,2/8,on,hyvä,oma,G2015,00140
13,Ullanlinna,"1 - 2h, kk, kph",kt,4100,327000,7976,1937,3/6,on,hyvä,oma,E2007,00140
14,Ullanlinna,"2h, k, kph, vh,...",kt,5400,410000,7593,1961,4/7,on,huono,oma,F2013,00140
15,Ullanlinna,"2h, avok, kph, ...",kt,5650,550000,9735,1978,4/5,on,hyvä,oma,E2007,00140
16,Ullanlinna,"2h, avok, kph, ...",kt,5400,520000,9630,1938,3/4,on,hyvä,oma,F2013,00140
17,Ullanlinna,2 h+k+halli+kh,kt,6800,430000,6324,1941,3/4,on,huono,oma,F2013,00140
18,Ullanlinna,"2h, avok, kph, ...",kt,5650,568000,10053,1978,3/5,on,hyvä,oma,E2007,00140
19,Ullanlinna,1h+alk+kph+rans...,kt,5000,440000,8800,1929,4/4,ei,hyvä,oma,F2013,00140
20,Kaivopuisto,2h+avokeitti...,kt,6400,750000,11719,1934,1/4,on,hyvä,oma,F2013,00140
21,Ullanlinna,"2h, k",kt,7050,615100,8725,1911,5/5,on,tyyd.,oma,F2013,00140
22,Ullanlinna,2h+kk+parveke,kt,3600,375000,10417,1963,6/8,on,hyvä,oma,F2013,00140
23,Ullanlinna,2h+k,kt,4800,400000,8333,1973,2/6,ei,hyvä,oma,F2007,00140
24,Ullanlinna,2h+k+kph,kt,5800,562000,9690,1906,3/3,ei,hyvä,oma,G2013,00140
25,Ullanlinna,2-3h+k+kph+vh,kt,8250,800000,9697,1911,3/5,on,hyvä,oma,F2013,00140
26,Ullanlinna,"2h, avok, kh, p...",kt,3600,357000,9917,1963,3/8,on,tyyd.,oma,F2013,00140
27,Ullanlinna,"2h, kk, kph, la...",kt,3800,385000,10132,1964,3/6,on,hyvä,oma,D2007,00140
28,Ullanlinna,2h+avok+khh+kph...,kt,6450,590000,9147,1927,2/4,on,hyvä,oma,F2013,00140
29,Ullanlinna,2h+avokeitti...,kt,4400,455000,10341,1907,4/5,ei,hyvä,oma,E2013,00140
30,Ullanlinna,"2h, kk, kph,ran...",kt,4600,401500,8728,1963,5/6,on,tyyd.,oma,E2018,00140
31,Ullanlinna,"2h,k, parveke",kt,5000,465000,9300,1963,4/7,on,hyvä,oma,F2013,00140
32,Ullanlinna,1h+k+kph,kt,5400,375000,6944,1928,1/4,on,hyvä,oma,G2013,00140
33,Ullanlinna,"3h ,k, terassi",kt,5600,565000,10089,1961,6/6,on,hyvä,oma,,00140
34,Ullanlinna,"2h, avok., kph",kt,5750,513000,8922,1915,1/7,on,hyvä,oma,F2013,00140
35,Ullanlinna,"1-2 h, avok, kp...",kt,4800,495012,10313,1910,6/8,on,hyvä,oma,G2013,00140
36,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,00140
37,Ullanlinna,3h+avok+kph+wc+s,kt,10700,1300000,12150,1918,1/4,on,hyvä,oma,C2013,00140
38,Ullanlinna,3h+k+kph+parvi+...,kt,7290,880000,12071,1978,6/6,on,hyvä,oma,E2013,00140
39,Ullanlinna,"3h, k, halli, kph",kt,10300,830000,8058,1926,3/5,on,hyvä,oma,E2013,00140
40,Ullanlinna,3h+avok+kph,kt,7300,621000,8507,1941,4/4,on,hyvä,oma,F2013,00140
41,Ullanlinna,3h + avok + kph...,kt,8000,775000,9688,1962,4/5,on,hyvä,oma,G2013,00140
42,Ullanlinna,"2h, k, 2 kph, vh",kt,11200,952000,8500,1928,4/6,on,tyyd.,oma,C2007,00140
43,Ullanlinna,"3h, k, kph, s, ...",kt,8700,870000,10000,1905,4/5,on,hyvä,oma,G2013,00140
44,Ullanlinna,"3h, k, rt, hall...",kt,15600,1090000,6987,1908,2/4,on,tyyd.,oma,F2013,00140
45,Ullanlinna,3h+k+kph+parveke,kt,7100,620000,8732,1961,7/7,on,hyvä,oma,F2013,00140
46,Ullanlinna,2-3h+k+kph+wc+s...,kt,8500,710000,8353,1909,2/5,on,hyvä,oma,D2013,00140
47,Ullanlinna,"3h, k, kph, eri...",kt,11600,1151000,9922,1912,6/6,on,hyvä,oma,F2013,00140
48,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,00140
49,Ullanlinna,Raakatila 4-6h,kt,20000,1340000,6700,1929,2/8,on,tyyd.,oma,F2013,00140
50,Ullanlinna,"4-5h, k, 2 kph,...",kt,14850,1300000,8754,1962,2/9,on,hyvä,oma,F2013,00140
51,Ullanlinna,4h+k+khh+kph+er...,kt,12200,1050000,8607,1908,2/5,on,hyvä,oma,F2013,00140
52,Ullanlinna,"4h, k, kph, s, ...",kt,13900,1375000,9892,1897,2/5,on,hyvä,oma,G2013,00140
53,Ullanlinna,"4h, k, 2 x kph,...",kt,13900,1270000,9137,1905,3/5,on,tyyd.,oma,G2013,00140
54,Ullanlinna,4 h + k + 2 x kph,kt,11100,987500,8896,1907,2/4,ei,hyvä,oma,F2013,00140
55,Ullanlinna,"4h, k, 2 kph, e...",kt,14400,1548000,10750,1905,4/5,on,hyvä,oma,G2013,00140
56,Kaivopuisto,"3-4h, k, kph, e...",kt,10000,1050000,10500,1939,2/4,on,tyyd.,oma,E2018,00140
57,,,,,,,,,,,,,00140
0,1,1,1,1,1,1,1,1,1,1,1,1,00150
1,,1,,,,,,,,,,,00150
2,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,00150
3,Ullanlinna,1h + kk,kt,3060,292000,9542,1957,5/5,on,hyvä,oma,F2013,00150
4,Punavuori,1h+alk.+kk+kph+...,kt,4000,312000,7800,1938,3/5,on,hyvä,oma,F2013,00150
5,Punavuori,"1h, kk, alkovi,...",kt,3200,279000,8719,1962,5/5,on,hyvä,oma,F2007,00150
6,Punavuori,"1h, k, kh",kt,4000,280000,7000,1935,3/4,on,tyyd.,oma,,00150
7,Punavuori,"1h, k, kh",kt,4400,325000,7386,1935,3/4,on,hyvä,oma,F2018,00150
8,Punavuori,"1h, kk, kph",kt,2000,200000,10000,1957,3/6,on,tyyd.,oma,C2007,00150
9,Punavuori,"1h, k, alkovi, ...",kt,3300,294000,8909,1938,5/5,on,tyyd.,oma,F2018,00150
10,Punavuori,"1h, avok",kt,4500,339000,7533,1931,2/5,on,hyvä,oma,E2008,00150
11,Punavuori,1h+alkovi+keitt...,kt,4150,360000,8675,1929,2/6,on,tyyd.,oma,E,00150
12,Punavuori,"1h, avok, alk.,...",kt,3600,347000,9639,1931,3/5,on,hyvä,oma,F2013,00150
13,Punavuori,"1h, avok, vh, kph",kt,2450,195000,7959,1961,1/6,on,hyvä,oma,F2013,00150
14,Länsisatama,1h+kk,kt,2700,227000,8407,1961,4/5,on,tyyd.,oma,E2013,00150
15,Ullanlinna,1h + avok + alk...,kt,3880,321000,8273,1957,2/5,on,hyvä,oma,F2013,00150
16,Punavuori,"1h, kk, kph, wc...",kt,2900,266000,9172,1907,2/4,ei,tyyd.,oma,F2013,00150
17,Hernesaari,"1h, k, kph, parvi",kt,3600,292000,8111,1912,2/5,ei,hyvä,oma,E,00150
18,Helsinki,"1 h, kk, kph, p...",kt,2300,223000,9696,1961,6/8,on,huono,oma,E2007,00150
19,Punavuori,1h + avok + alk...,kt,3600,293000,8139,1957,3/6,on,hyvä,oma,E2007,00150
20,Punavuori,"1h, kk",kt,2500,210000,8400,1952,3/5,on,tyyd.,oma,E2013,00150
21,Punavuori,1h+k,kt,3300,254000,7697,1936,1/4,ei,tyyd.,oma,G2013,00150
22,Punavuori,1h ja k,kt,4350,360000,8276,1930,3/4,on,tyyd.,oma,F2013,00150
23,Punavuori,"1h, avok",kt,2400,220000,9167,1938,4/5,on,hyvä,oma,D2007,00150
24,Punavuori,1h+kk +kph,kt,2400,245000,10208,1959,6/8,on,hyvä,oma,E2013,00150
25,Munkkisaari,1h+kk,kt,1800,220000,12222,1909,3/5,ei,tyyd.,oma,G,00150
26,Punavuori,"1h, avokeitti...",kt,2150,219000,10186,1923,4/5,ei,tyyd.,oma,D2007,00150
27,Munkkisaari,"1h, k",kt,4600,335000,7283,1909,1/4,ei,hyvä,oma,G,00150
28,Munkkisaari,"1h, avok, kph",kt,2950,238000,8068,1912,3/4,ei,tyyd.,oma,F2018,00150
29,Punavuori,"1h, avok, kph",kt,2000,235000,11750,1957,5/6,on,hyvä,oma,C2007,00150
30,Ullanlinna,1h+avok+khp (yh...,kt,3200,328000,10250,1908,5/6,on,hyvä,oma,F2013,00150
31,Punavuori,"1h, avok, kph",kt,2000,220000,11000,1951,4/6,on,hyvä,oma,F2013,00150
32,Punavuori,"1h, alkovi, k, kph",kt,4000,300000,7500,1935,4/4,on,tyyd.,oma,F2013,00150
33,Punavuori,"1h, k, alkovi, ...",kt,3250,254000,7815,1977,3/6,on,tyyd.,oma,F2013,00150
34,Hernesaari,1h+k+kph+et ja ...,kt,3550,267500,7535,1974,1/8,on,tyyd.,oma,,00150
35,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,00150
36,Punavuori,"2h, k, kph, vh,...",kt,5050,450000,8911,1971,5/7,on,hyvä,oma,G2013,00150
37,Punavuori,"2h, avok, vh, k...",kt,5050,420000,8317,1936,2/4,on,hyvä,oma,E2007,00150
38,Punavuori,2h+k+kph+vh,kt,5050,405000,8020,1971,6/7,on,hyvä,oma,G2013,00150
39,Punavuori,"2-3 h, k, kh, s...",kt,6400,440000,6875,1963,5/5,on,tyyd.,oma,F2013,00150
40,Eiranranta,"2h, k, kph, sau...",kt,6900,780000,11304,2007,2/7,on,hyvä,oma,F2013,00150
41,Punavuori,"2h, kk, kph",kt,4700,320000,6809,1939,2/7,on,tyyd.,oma,F2007,00150
42,Punavuori,2h+avokeitti...,kt,3750,346531,9241,1912,3/5,ei,hyvä,oma,G2013,00150
43,Ullanlinna,2h+avok+kph+wc,kt,5800,507500,8750,1910,2/4,ei,hyvä,oma,F2013,00150
44,"Punavuori, munkkisaari","2h, k, kph, vh,...",kt,5250,390000,7429,1964,4/8,on,tyyd.,oma,E2013,00150
45,Eira,"2h, avok, kph",kt,5850,645000,11026,1912,4/4,ei,hyvä,oma,G2013,00150
46,Punavuori,3h + avok + kph,kt,7200,450000,6250,1938,3/5,on,hyvä,oma,F2013,00150
47,Ullanlinna,"2h, k, halli",kt,5100,421604,8267,1935,2/6,on,tyyd.,oma,E2013,00150
48,Punavuori,2h+kk,kt,4400,345000,7841,1977,4/6,on,tyyd.,oma,F2013,00150
49,Punavuori,"2h, avok, kph, vh",kt,4500,308000,6844,1961,3/7,on,tyyd.,oma,F2013,00150
50,Punavuori,"2h,k,kph,wc",kt,6000,590000,9833,1890,6/7,on,tyyd.,oma,F2007,00150
51,Punavuori,2h+k+kph+vh,kt,5300,449500,8481,1928,2/5,on,hyvä,oma,G2013,00150
52,Ullanlinna,2h+avok+kph,kt,4500,340000,7556,1931,2/3,ei,tyyd.,oma,F2013,00150
53,Punavuori,2h+keittosyv.+e...,kt,2900,243000,8379,1931,4/4,on,huono,oma,F2013,00150
54,Punavuori,"2h, k, kph, s, ...",kt,9000,540000,6000,1957,1/6,on,hyvä,oma,E2013,00150
55,Punavuori,2h+kk,kt,3600,290000,8056,1931,3/6,on,tyyd.,oma,,00150
56,1,1,1,1,1,1,1,1,1,1,1,1,00150
57,,1,,,,,,,,,,,00150
0,2,2,2,2,2,2,2,2,2,2,2,2,00150
1,,2,,,,,,,,,,,00150
2,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,00150
3,Punavuori,"2h, avokeitti...",kt,4900,360000,7347,1907,4/4,ei,tyyd.,oma,F2015,00150
4,Hernesaari,"2h, avok, kph",kt,4400,355000,8068,1911,3/3,on,tyyd.,oma,F2013,00150
5,Punavuori,2h+k+kph,kt,4200,335000,7976,1957,2/6,on,hyvä,oma,E2007,00150
6,Punavuori,1h+k+kph,kt,4500,328000,7289,1931,2/5,on,tyyd.,oma,D2018,00150
7,Eira,"2h, avok, kh, s...",kt,5900,540000,9153,1900,4/4,ei,hyvä,oma,F2013,00150
8,Punavuori,2h+kk+kh,kt,4400,356100,8093,1957,3/6,on,tyyd.,oma,F2013,00150
9,Ullanlinna,2h+k+kph,kt,5100,390100,7649,1928,3/4,ei,hyvä,oma,E2007,00150
10,Eira,"1h, k, kph, wc",kt,3600,440000,12222,1913,1/4,ei,hyvä,oma,F2012,00150
11,Punavuori,"2h, k, kph, las...",kt,4750,350000,7368,1971,1/7,on,tyyd.,oma,G2013,00150
12,Punavuori,"2 h, kk, kph",kt,4500,320000,7111,1927,4/5,on,tyyd.,oma,E,00150
13,Punavuori,2h+k,kt,6300,440000,6984,1927,3/3,on,tyyd.,oma,F2013,00150
14,Punavuori,"2h, k, kph",kt,6000,413000,6883,1938,2/6,on,tyyd.,oma,E2015,00150
15,Ullanlinna,"2h, k, wc, kph",kt,5200,352000,6769,1907,1/5,on,tyyd.,oma,,00150
16,Eiranranta,"2h, avok, kph, ...",kt,6150,645000,10488,2007,3/8,on,hyvä,oma,E2013,00150
17,Punavuori,"2h, k, kph, ete...",kt,5700,507000,8895,1918,2/4,ei,hyvä,oma,G2013,00150
18,Ullanlinna,2h+avokeitti...,kt,4300,345000,8023,1961,1/8,on,tyyd.,oma,F2013,00150
19,Hernesaari,2h+k+p,kt,5700,448000,7860,1974,2/8,on,hyvä,oma,F2013,00150
20,Punavuori,"2h, k, kph",kt,5300,415000,7830,1928,5/5,on,tyyd.,oma,G2013,00150
21,Punavuori,2 h+k,kt,5700,445000,7807,1957,6/6,on,tyyd.,oma,E2013,00150
22,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,00150
23,Munkkisaari,"3h, k, et, kph,...",kt,8600,687000,7988,2012,1/7,on,hyvä,oma,E2013,00150
24,Punavuori,"3h, avok, kph, ...",kt,8900,855000,9607,1907,5/5,on,hyvä,oma,,00150
25,Punavuori,3h+alkovi+k+kph,kt,8000,608000,7600,1906,4/4,ei,hyvä,oma,,00150
26,Punavuori,3h+k+sauna+kph+...,kt,10600,690000,6509,1930,2/6,on,hyvä,oma,F2013,00150
27,Punavuori,3h+avok+kph,kt,6740,520000,7715,1910,4/4,ei,hyvä,oma,E2007,00150
28,Punavuori,"2-3h, avok, kph",kt,8700,635000,7299,1938,,on,tyyd.,oma,F2013,00150
29,Ullanlinna,3h+k+kph (yhj.m...,kt,7600,720000,9474,1911,2/4,ei,hyvä,oma,B2007,00150
30,Ullanlinna,"3h, k ja vh",kt,7600,600000,7895,1911,1/4,ei,hyvä,oma,B2007,00150
31,Eiranranta,"3 huonetta, kei...",kt,8150,740000,9080,2008,2/7,on,tyyd.,oma,F2013,00150
32,Eiranranta,"2-3 h, avok, kp...",kt,9750,1039000,10656,2007,,on,hyvä,oma,F2013,00150
33,Ullanlinna,"3h, k, vh, etei...",kt,7000,650000,9286,1961,7/8,on,hyvä,oma,F2013,00150
34,Ullanlinna,"3h, k, kph, s, ...",kt,8700,635000,7299,2006,-1/3,on,hyvä,oma,B2007,00150
35,Eira,"3h, k, kph, vh",kt,8200,711500,8677,1912,1/3,ei,hyvä,oma,E2007,00150
36,Punavuori,3h+k+vh+parveke...,kt,7900,542000,6861,1961,4/7,on,tyyd.,oma,,00150
37,Ullanlinna,3h+avok+kph,kt,6100,450000,7377,1935,3/5,on,hyvä,oma,E2007,00150
38,Eira,3h+k+kph+parvi ...,kt,10200,1100000,10784,1911,4/4,ei,tyyd.,oma,,00150
39,Eiranranta,"3h, k, kph, s, ...",kt,10400,1083000,10413,2007,6/8,on,hyvä,oma,E2013,00150
40,Ullanlinna,uusmerkintä,kt,5350,352565,6590,1881,1/1,ei,tyyd.,oma,,00150
41,Eira,"3h, k, wc/kph, ...",kt,6700,500000,7463,1961,3/4,on,tyyd.,oma,D2007,00150
42,Ullanlinna,"3-4, k, kph, halli",kt,10480,690000,6584,1923,2/6,on,tyyd.,oma,F2013,00150
43,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,00150
44,Ullanlinna,4h+k+kph+2 wc,kt,13350,1100000,8240,1929,5/7,on,tyyd.,oma,F2013,00150
45,Punavuori,4h+avok.+halli+...,kt,10600,730000,6887,1939,2/7,on,hyvä,oma,F2013,00150
46,Ullanlinna,"3-4 h, keitti...",kt,9960,1100000,11044,1951,3/4,on,hyvä,oma,D2007,00150
47,Ullanlinna,"4-5h, k, kph, s...",kt,12000,925000,7708,1961,5/8,on,hyvä,oma,F2013,00150
48,Punavuori,4h+k+s+2 x kph+...,kt,12300,1200000,9756,2012,6/7,ei,hyvä,oma,E2013,00150
49,2,2,2,2,2,2,2,2,2,2,2,2,00150
50,,2,,,,,,,,,,,00150
0,,,,,,,,,,,,,00160
1,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,00160
2,Katajanokka,1h+kk+s,kt,3450,250000,7246,1982,2/4,on,hyvä,vuokra,F2007,00160
3,Katajanokka,1h+k+parveke,kt,3100,204312,6591,1982,3/5,on,tyyd.,vuokra,G2018,00160
4,Katajanokka,1H+KT+ALK.+S,kt,5950,495000,8319,1940,3/8,on,hyvä,oma,C2018,00160
5,Katajanokka,1H+KT+ALK+S,kt,5600,460000,8214,1940,2/8,on,hyvä,oma,C2018,00160
6,Katajanokka,Autohallipaikka,kt,1250,60000,4800,1940,1/8,on,hyvä,oma,C2018,00160
7,Katajanokka,Autohallipaikka,kt,1250,60000,4800,1940,1/8,on,hyvä,oma,C2018,00160
8,Katajanokka,1H+KT+ALK.+S,kt,5900,530000,8983,1940,4/8,on,hyvä,oma,C2018,00160
9,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,00160
10,Katajanokka,"2 h, avok, kh",kt,4650,385000,8280,1910,2/4,ei,hyvä,oma,E2007,00160
11,Katajanokka,2h+avok.+kph,kt,5900,497000,8424,1909,7/7,on,hyvä,oma,G2013,00160
12,Katajanokka,"2h, avokeitti...",kt,5790,451000,7789,1903,3/4,ei,hyvä,oma,E2007,00160
13,Katajanokka,"2h, avok, kph",kt,5600,420000,7500,1906,3/4,ei,hyvä,oma,D2018,00160
14,Katajanokka,2h + avok + khp,kt,5250,450000,8571,1908,3/6,on,hyvä,oma,D2007,00160
15,Katajanokka,"2h, k, kph",kt,9000,680000,7556,1906,2/4,ei,hyvä,oma,D2018,00160
16,Katajanokka,"2h, avok, kph, ...",kt,5800,560000,9655,2019,3/7,on,hyvä,oma,D,00160
17,Katajanokka,"2h, k, kph, las...",kt,5200,283462,5451,1982,1/4,on,tyyd.,vuokra,G2013,00160
18,Katajanokka,"2h, k,vh, kph, ...",kt,6000,340000,5667,1984,4/5,on,tyyd.,vuokra,E2007,00160
19,Katajanokka,"2 h, k, kph",kt,5750,300000,5217,1901,1/2,ei,tyyd.,oma,G2007,00160
20,Katajanokka,"1-2h, avok, par...",kt,3850,440000,11429,1885,3/6,on,hyvä,oma,G2013,00160
21,Katajanokka,2h+k,kt,5200,272330,5237,1982,2/3,on,hyvä,vuokra,G2018,00160
22,Katajanokka,"2h, k, rt, kph, vh",kt,9230,732000,7931,1908,4/5,on,hyvä,oma,D2007,00160
23,Katajanokka,2h+k+lasitettu ...,kt,5400,297000,5500,1982,2/5,on,hyvä,vuokra,E2013,00160
24,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,00160
25,Katajanokka,3h+k+s+wc+vh,kt,7950,448000,5635,1981,2/5,on,hyvä,vuokra,,00160
26,Katajanokka,"3h, k, s, lasit...",kt,11750,835000,7106,2008,4/6,on,hyvä,oma,C2007,00160
27,Katajanokka,"3h, avok, kph",kt,8550,635000,7427,1911,4/6,on,hyvä,oma,E2007,00160
28,Katajanokka,"3h, k, kph, s, ...",kt,8100,480000,5926,1982,4/5,on,hyvä,vuokra,E2007,00160
29,Katajanokka,"2-3h, k, vh, kp...",kt,7250,600000,8276,1900,2/5,on,hyvä,oma,D2007,00160
30,Katajanokka,3h+k+kph,kt,7950,670000,8428,1902,2/4,ei,hyvä,oma,F2013,00160
31,Katajanokka,3 h+k,kt,7150,370000,5175,1979,1/7,on,hyvä,vuokra,D2007,00160
32,Katajanokka,"3h,k,kh,parveke",kt,7350,374000,5088,1985,2/5,on,huono,vuokra,E2007,00160
33,Katajanokka,3h+k+kph+parveke,kt,7500,370000,4933,1981,3/6,on,tyyd.,vuokra,D2007,00160
34,Katajanokka,3h+avok.+kph+s+...,kt,7000,422500,6036,1983,1/5,on,hyvä,vuokra,D2007,00160
35,Katajanokka,3h+k+vh+kph/sau...,kt,8900,760000,8539,1913,5/5,on,hyvä,oma,,00160
36,Katajanokka,3h+k+kph/wc,kt,9600,717000,7469,1908,3/4,ei,hyvä,oma,D2007,00160
37,Katajanokka,"3h, k, kph, wc,...",kt,8800,540000,6136,1904,1/5,on,tyyd.,oma,,00160
38,Katajanokka,3H+KT+PARVEKE,kt,6550,566000,8641,1940,4/8,on,hyvä,oma,C2018,00160
39,Katajanokka,"3h, k",kt,7600,523000,6882,1913,4/4,on,tyyd.,oma,,00160
40,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,00160
41,Katajanokka,"4h, k, kylpyh.,...",kt,9100,550000,6044,1984,3/6,on,hyvä,vuokra,E2007,00160
42,Katajanokka,"4 h, 2xk, 2xkph",kt,13200,750000,5682,1913,1/4,on,hyvä,oma,E2013,00160
43,Katajanokka,"5h, k, 2 kph, i...",kt,11850,850000,7173,1981,-1/5,on,hyvä,vuokra,D2007,00160
44,Katajanokka,"6h, k, 2x kph, ...",kt,20500,1680000,8195,1908,3/5,on,hyvä,oma,D2007,00160
45,Katajanokka,5h+k+2xkph+vh,kt,16530,1364000,8252,1903,4/5,on,hyvä,oma,E2007,00160
46,Katajanokka,6,kt,13800,870000,6304,1885,4/5,on,hyvä,oma,G2013,00160
47,Katajanokka,4h+k+kph+s+wc+2...,kt,9700,487000,5021,1982,2/5,on,hyvä,vuokra,E2007,00160
48,Katajanokka,"4h, k, kph, wc",kt,12400,675000,5444,1904,1/5,on,tyyd.,oma,,00160
49,Katajanokka,"3-4h, k, kph/wc...",kt,10500,830500,7910,1928,5/7,on,hyvä,oma,F2013,00160
50,Katajanokka,6h+k+spa+2xwc+a...,kt,25100,2000000,7968,1897,3/4,on,hyvä,oma,F2013,00160
51,Katajanokka,"4h, k, s, las. ...",kt,9350,745000,7968,2007,2/5,on,hyvä,oma,,00160
52,Katajanokka,"4-7h,k,s,khh,2w...",kt,19300,2245720,11636,1940,-1/8,on,hyvä,oma,C2018,00160
53,,,,,,,,,,,,,00160
0,1,1,1,1,1,1,1,1,1,1,1,1,00170
1,,1,,,,,,,,,,,00170
2,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,00170
3,Kruununhaka,1h+k,kt,3500,285000,8143,1928,3/7,on,hyvä,oma,F2013,00170
4,Kruununhaka,1h+k+kph+parv.,kt,4050,344000,8494,1989,5/6,on,hyvä,oma,B2007,00170
5,Kruununhaka,1h+kk,kt,2100,180000,8571,1936,2/6,on,huono,oma,F2007,00170
6,Kruununhaka,"huone, kk, kph",kt,2700,219000,8111,1904,4/5,on,tyyd.,oma,,00170
7,Kruununhaka,"1h,alk,kk,kph",kt,3000,260000,8667,1939,3/5,on,hyvä,oma,F2013,00170
8,Kruununhaka,1h + k,kt,3410,280000,8211,1928,5/7,on,tyyd.,oma,E,00170
9,Kruununhaka,"1 h, kt, kh, wc",kt,3000,310000,10333,1924,7/7,on,hyvä,oma,D2007,00170
10,Kruununhaka,1h/k+ makuutila...,kt,5200,331000,6365,1927,1/5,on,hyvä,oma,F2013,00170
11,Kruununhaka,"1h, k, kh",kt,3800,279000,7342,1939,3/4,ei,tyyd.,oma,F2013,00170
12,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,00170
13,Kruununhaka,"2h, k, kph",kt,4700,349000,7426,1929,3/5,on,tyyd.,oma,C2007,00170
